"id","year","rank","name","revenues","revenue_percent_change","profits","profits_percent_change","assets","market_cap","change_in_rank","employees"
"40615","2002","1"," Wal-Mart Stores","219812",NULL,"6671",NULL,NULL,NULL,NULL,NULL
"40616","2002","2"," Exxon Mobil","191581",NULL,"15320",NULL,NULL,NULL,NULL,NULL
"40617","2002","3"," General Motors","177260",NULL,"601",NULL,NULL,NULL,NULL,NULL
"40618","2002","4"," Ford Motor","162412",NULL,"-5453",NULL,NULL,NULL,NULL,NULL
"40619","2002","5"," Enron","138718",NULL,"0",NULL,NULL,NULL,NULL,NULL
"40620","2002","6"," General Electric","125913",NULL,"13684",NULL,NULL,NULL,NULL,NULL
"40621","2002","7"," Citigroup","112022",NULL,"14126",NULL,NULL,NULL,NULL,NULL
"40622","2002","8"," ChevronTexaco","99699",NULL,"3288",NULL,NULL,NULL,NULL,NULL
"40623","2002","9"," Intl. Business Machines","85866",NULL,"7723",NULL,NULL,NULL,NULL,NULL
"40624","2002","10"," Altria Group","72944",NULL,"8560",NULL,NULL,NULL,NULL,NULL
"40625","2002","11"," Verizon Communications","67190",NULL,"389",NULL,NULL,NULL,NULL,NULL
"40626","2002","12"," American Intl. Group","62402",NULL,"5363",NULL,NULL,NULL,NULL,NULL
"40627","2002","13"," American Electric Power","61257",NULL,"970.8",NULL,NULL,NULL,NULL,NULL
"40628","2002","14"," Duke Energy","59503",NULL,"1898",NULL,NULL,NULL,NULL,NULL
"40629","2002","15"," AT&T","59142",NULL,"7715",NULL,NULL,NULL,NULL,NULL
"40630","2002","16"," Boeing","58198",NULL,"2827",NULL,NULL,NULL,NULL,NULL
"40631","2002","17"," El Paso","57475",NULL,"93",NULL,NULL,NULL,NULL,NULL
"40632","2002","18"," Home Depot","53553",NULL,"3044",NULL,NULL,NULL,NULL,NULL
"40633","2002","19"," Bank of America Corp.","52641",NULL,"6792",NULL,NULL,NULL,NULL,NULL
"40634","2002","20"," Fannie Mae","50803",NULL,"5894.1",NULL,NULL,NULL,NULL,NULL
"40635","2002","21"," Chase Manhattan Corp.","50429",NULL,"1694",NULL,NULL,NULL,NULL,NULL
"40636","2002","22"," Kroger","50098",NULL,"1042.5",NULL,NULL,NULL,NULL,NULL
"40637","2002","23"," Cardinal Health","47947.6",NULL,"857.4",NULL,NULL,NULL,NULL,NULL
"40638","2002","24"," Merck","47715.7",NULL,"7281.8",NULL,NULL,NULL,NULL,NULL
"40639","2002","25"," State Farm Insurance Cos","46705.2",NULL,"-4995.7",NULL,NULL,NULL,NULL,NULL
"40640","2002","26"," CenterPoint Energy","46225.8",NULL,"980.6",NULL,NULL,NULL,NULL,NULL
"40641","2002","27"," SBC Communications","45908",NULL,"7242",NULL,NULL,NULL,NULL,NULL
"40642","2002","28"," Hewlett-Packard","45226",NULL,"408",NULL,NULL,NULL,NULL,NULL
"40643","2002","29"," Morgan Stanley","43727",NULL,"3521",NULL,NULL,NULL,NULL,NULL
"40644","2002","30"," Dynegy","42242",NULL,"648",NULL,NULL,NULL,NULL,NULL
"40645","2002","31"," McKesson","42010",NULL,"-48.3",NULL,NULL,NULL,NULL,NULL
"40646","2002","32"," Sears Roebuck","41078",NULL,"735",NULL,NULL,NULL,NULL,NULL
"40647","2002","33"," Aquila","40376.8",NULL,"279.4",NULL,NULL,NULL,NULL,NULL
"40648","2002","34"," Target","39888",NULL,"1368",NULL,NULL,NULL,NULL,NULL
"40649","2002","35"," Procter & Gamble","39244",NULL,"2922",NULL,NULL,NULL,NULL,NULL
"40650","2002","36"," Merrill Lynch","38793",NULL,"573",NULL,NULL,NULL,NULL,NULL
"40651","2002","37"," Time Warner","38234",NULL,"-4921",NULL,NULL,NULL,NULL,NULL
"40652","2002","38"," Albertsons","37931",NULL,"501",NULL,NULL,NULL,NULL,NULL
"40653","2002","39"," Berkshire Hathaway","37668",NULL,"795",NULL,NULL,NULL,NULL,NULL
"40654","2002","40"," Kmart Holding","36910",NULL,"-95",NULL,NULL,NULL,NULL,NULL
"40655","2002","41"," Freddie Mac","35523",NULL,"4147",NULL,NULL,NULL,NULL,NULL
"40656","2002","42"," MCI WorldCom","35179",NULL,"1501",NULL,NULL,NULL,NULL,NULL
"40657","2002","43"," Marathon Oil","35041",NULL,"157",NULL,NULL,NULL,NULL,NULL
"40658","2002","44"," Costco Wholesale","34797",NULL,"602.1",NULL,NULL,NULL,NULL,NULL
"40659","2002","45"," Safeway","34301",NULL,"1253.9",NULL,NULL,NULL,NULL,NULL
"40660","2002","46"," Compaq Computer","33554",NULL,"-785",NULL,NULL,NULL,NULL,NULL
"40661","2002","47"," Johnson & Johnson","33004",NULL,"5668",NULL,NULL,NULL,NULL,NULL
"40662","2002","48"," Conoco","32795",NULL,"1589",NULL,NULL,NULL,NULL,NULL
"40663","2002","49"," Pfizer","32259",NULL,"7788",NULL,NULL,NULL,NULL,NULL
"40664","2002","50"," J.C. Penney","32004",NULL,"98",NULL,NULL,NULL,NULL,NULL
"40665","2002","51"," MetLife","31928",NULL,"473",NULL,NULL,NULL,NULL,NULL
"40666","2002","52"," Mirant","31502",NULL,"568",NULL,NULL,NULL,NULL,NULL
"40667","2002","53"," Dell","31168",NULL,"1246",NULL,NULL,NULL,NULL,NULL
"40668","2002","54"," Goldman Sachs Group","31138",NULL,"2310",NULL,NULL,NULL,NULL,NULL
"40669","2002","55"," United Parcel Service","30646",NULL,"2399",NULL,NULL,NULL,NULL,NULL
"40670","2002","56"," Motorola","30004",NULL,"-3937",NULL,NULL,NULL,NULL,NULL
"40671","2002","57"," Allstate","28865",NULL,"1158",NULL,NULL,NULL,NULL,NULL
"40672","2002","58"," TXU","27927",NULL,"677",NULL,NULL,NULL,NULL,NULL
"40673","2002","59"," United Technologies","27897",NULL,"1938",NULL,NULL,NULL,NULL,NULL
"40674","2002","60"," Dow Chemical","27805",NULL,"-385",NULL,NULL,NULL,NULL,NULL
"40675","2002","61"," ConAgra Foods","27194.2",NULL,"638",NULL,NULL,NULL,NULL,NULL
"40676","2002","62"," Prudential Financial","27177",NULL,"-154",NULL,NULL,NULL,NULL,NULL
"40677","2002","63"," PepsiCo","26935",NULL,"2662",NULL,NULL,NULL,NULL,NULL
"40678","2002","64"," Wells Fargo","26891",NULL,"3423",NULL,NULL,NULL,NULL,NULL
"40679","2002","65"," Intel","26539",NULL,"1291",NULL,NULL,NULL,NULL,NULL
"40680","2002","66"," International Paper","26363",NULL,"-1204",NULL,NULL,NULL,NULL,NULL
"40681","2002","67"," Delphi","26088",NULL,"-370",NULL,NULL,NULL,NULL,NULL
"40682","2002","68"," Sprint","26071",NULL,"-1401",NULL,NULL,NULL,NULL,NULL
