"id","year","rank","name","revenues","revenue_percent_change","profits","profits_percent_change","assets","market_cap","change_in_rank","employees"
"2001","2015","1","Walmart",NULL,"2","16363","2.1","203706","265344",NULL,"2200000"
"2002","2015","2","Exxon Mobil",NULL,"-6.1","32520","-0.2","349493","356549",NULL,"83700"
"2003","2015","3","Chevron",NULL,"-7.5","19241","-10.2","266026","197381",NULL,"64700"
"2004","2015","4","Berkshire Hathaway",NULL,"6.9","19872","2","526186","357344",NULL,"316000"
"2005","2015","5","Apple",NULL,"7","39510","6.7","231839","724773",NULL,"97200"
"2006","2015","6","General Motors",NULL,"0.3","3949","-26.1","177677","60389",NULL,"216000"
"2007","2015","7","Phillips 66",NULL,"-7.3","4762","27.8","48741","42627",NULL,"14000"
"2008","2015","8","General Electric",NULL,"1.4","15233","16.7","648349","249775",NULL,"305000"
"2009","2015","9","Ford Motor",NULL,"-1.9","3187","-55.5","208527","64154",NULL,"187000"
"2010","2015","10","CVS Health",NULL,"9.9","4644","1.1","74252","117171",NULL,"177800"
"2011","2015","11","McKesson",NULL,"12.7","1263","-5.6","51759","52669",NULL,"42800"
"2012","2015","12","AT&T",NULL,"2.9","6224","-65.9","292829","169459",NULL,"243620"
"2013","2015","13","Valero Energy",NULL,"-5","3630","33.5","45550","32703",NULL,"10065"
"2014","2015","14","UnitedHealth Group",NULL,"6.5","5619","-0.1","86382","112813",NULL,"170000"
"2015","2015","15","Verizon",NULL,"5.4","9625","-16.3","232708","198410",NULL,"177300"
"2016","2015","16","AmerisourceBergen",NULL,"34.1","277","-36.3","21532","24963",NULL,"13500"
"2017","2015","17","Fannie Mae",NULL,"-7.3","14208","-83.1","3248180","2722",NULL,"7600"
"2018","2015","18","Costco",NULL,"7.1","2058","0.9","33024","66654",NULL,"153500"
"2019","2015","19","HP",NULL,"-0.8","5013","-2","103206","56635",NULL,"302000"
"2020","2015","20","Kroger",NULL,"10.3","1728","13.8","30556","37648",NULL,"400000"
"2021","2015","21","JP Morgan Chase",NULL,"-3.9","21762","21.4","2573130","225861",NULL,"241359"
"2022","2015","22","Express Scripts Holding",NULL,"-3.6","2008","8.8","53799","63237",NULL,"29500"
"2023","2015","23","Bank of America Corp.",NULL,"-6.4","4833","-57.7","2104530","161896",NULL,"223715"
"2024","2015","24","IBM",NULL,"-5.6","12022","-27.1","117532","158642",NULL,"412775"
"2025","2015","25","Marathon Petroleum",NULL,"-2.7","2524","19.5","30460","27959",NULL,"45340"
"2026","2015","26","Cardinal Health",NULL,"-9.9","1166","249.1","26033","29801",NULL,"34000"
