"id","year","rank","name","revenues","revenue_percent_change","profits","profits_percent_change","assets","market_cap","change_in_rank","employees"
"32141","2005","1"," Wal-Mart Stores","288189",NULL,"10267",NULL,NULL,NULL,NULL,NULL
"32142","2005","2"," Exxon Mobil","270772",NULL,"25330",NULL,NULL,NULL,NULL,NULL
"32143","2005","3"," General Motors","193517",NULL,"2805",NULL,NULL,NULL,NULL,NULL
"32144","2005","4"," Ford Motor","172233",NULL,"3487",NULL,NULL,NULL,NULL,NULL
"32145","2005","5"," General Electric","152363",NULL,"16593",NULL,NULL,NULL,NULL,NULL
"32146","2005","6"," ChevronTexaco","147967",NULL,"13328",NULL,NULL,NULL,NULL,NULL
"32147","2005","7"," ConocoPhillips","121663",NULL,"8129",NULL,NULL,NULL,NULL,NULL
"32148","2005","8"," Citigroup","108276",NULL,"17046",NULL,NULL,NULL,NULL,NULL
"32149","2005","9"," American Intl. Group","98610",NULL,"11050",NULL,NULL,NULL,NULL,NULL
"32150","2005","10"," Intl. Business Machines","96293",NULL,"8430",NULL,NULL,NULL,NULL,NULL
"32151","2005","11"," Hewlett-Packard","79905",NULL,"3497",NULL,NULL,NULL,NULL,NULL
"32152","2005","12"," Berkshire Hathaway","74382",NULL,"7308",NULL,NULL,NULL,NULL,NULL
"32153","2005","13"," Home Depot","73094",NULL,"5001",NULL,NULL,NULL,NULL,NULL
"32154","2005","14"," Verizon Communications","71563.3",NULL,"7830.7",NULL,NULL,NULL,NULL,NULL
"32155","2005","15"," McKesson","69506.1",NULL,"646.5",NULL,NULL,NULL,NULL,NULL
"32156","2005","16"," Cardinal Health","65130.6",NULL,"1474.5",NULL,NULL,NULL,NULL,NULL
"32157","2005","17"," Altria Group","64440",NULL,"9416",NULL,NULL,NULL,NULL,NULL
"32158","2005","18"," Bank of America Corp.","63324",NULL,"14143",NULL,NULL,NULL,NULL,NULL
"32159","2005","19"," State Farm Insurance Cos","58818.9",NULL,"5308.6",NULL,NULL,NULL,NULL,NULL
"32160","2005","20"," J.P. Morgan Chase & Co.","56931",NULL,"4466",NULL,NULL,NULL,NULL,NULL
"32161","2005","21"," Kroger","56434.4",NULL,"-128",NULL,NULL,NULL,NULL,NULL
"32162","2005","22"," Valero Energy","53918.6",NULL,"1803.8",NULL,NULL,NULL,NULL,NULL
"32163","2005","23"," AmerisourceBergen","53179",NULL,"468.4",NULL,NULL,NULL,NULL,NULL
"32164","2005","24"," Pfizer","52921",NULL,"11361",NULL,NULL,NULL,NULL,NULL
"32165","2005","25"," Boeing","52553",NULL,"1872",NULL,NULL,NULL,NULL,NULL
"32166","2005","26"," Procter & Gamble","51407",NULL,"6481",NULL,NULL,NULL,NULL,NULL
"32167","2005","27"," Target","49934",NULL,"3198",NULL,NULL,NULL,NULL,NULL
"32168","2005","28"," Dell","49205",NULL,"3043",NULL,NULL,NULL,NULL,NULL
"32169","2005","29"," Costco Wholesale","48107",NULL,"882.4",NULL,NULL,NULL,NULL,NULL
"32170","2005","30"," Johnson & Johnson","47348",NULL,"8509",NULL,NULL,NULL,NULL,NULL
"32171","2005","31"," Marathon Oil","45444",NULL,"1261",NULL,NULL,NULL,NULL,NULL
"32172","2005","32"," Time Warner","42869",NULL,"3364",NULL,NULL,NULL,NULL,NULL
"32173","2005","33"," SBC Communications","41098",NULL,"5887",NULL,NULL,NULL,NULL,NULL
"32174","2005","34"," Dow Chemical","40161",NULL,"2797",NULL,NULL,NULL,NULL,NULL
"32175","2005","35"," Albertsons","40052",NULL,"444",NULL,NULL,NULL,NULL,NULL
"32176","2005","36"," Morgan Stanley","39549",NULL,"4486",NULL,NULL,NULL,NULL,NULL
"32177","2005","37"," MetLife","39535",NULL,"2758",NULL,NULL,NULL,NULL,NULL
"32178","2005","38"," Walgreen","37508.2",NULL,"1360.2",NULL,NULL,NULL,NULL,NULL
"32179","2005","39"," United Technologies","37445",NULL,"2788",NULL,NULL,NULL,NULL,NULL
"32180","2005","40"," UnitedHealth Group","37218",NULL,"2587",NULL,NULL,NULL,NULL,NULL
"32181","2005","41"," Microsoft","36835",NULL,"8168",NULL,NULL,NULL,NULL,NULL
"32182","2005","42"," United Parcel Service","36582",NULL,"3333",NULL,NULL,NULL,NULL,NULL
"32183","2005","43"," Lowes","36464",NULL,"2176",NULL,NULL,NULL,NULL,NULL
"32184","2005","44"," Archer Daniels Midland","36151.4",NULL,"494.7",NULL,NULL,NULL,NULL,NULL
"32185","2005","45"," Sears Roebuck","36099",NULL,"-507",NULL,NULL,NULL,NULL,NULL
"32186","2005","46"," Safeway","35822.9",NULL,"560.2",NULL,NULL,NULL,NULL,NULL
"32187","2005","47"," Lockheed Martin","35526",NULL,"1266",NULL,NULL,NULL,NULL,NULL
"32188","2005","48"," Medco Health Solutions","35351.9",NULL,"481.6",NULL,NULL,NULL,NULL,NULL
"32189","2005","49"," Motorola","35349",NULL,"1532",NULL,NULL,NULL,NULL,NULL
"32190","2005","50"," Intel","34209",NULL,"7516",NULL,NULL,NULL,NULL,NULL
"32191","2005","51"," Allstate","33936",NULL,"3181",NULL,NULL,NULL,NULL,NULL
"32192","2005","52"," Wells Fargo","33876",NULL,"7014",NULL,NULL,NULL,NULL,NULL
"32193","2005","53"," Merrill Lynch","32467",NULL,"4436",NULL,NULL,NULL,NULL,NULL
"32194","2005","54"," Walt Disney","30752",NULL,"2345",NULL,NULL,NULL,NULL,NULL
"32195","2005","55"," CVS","30594.3",NULL,"918.8",NULL,NULL,NULL,NULL,NULL
"32196","2005","56"," AT&T","30537",NULL,"-6469",NULL,NULL,NULL,NULL,NULL
"32197","2005","57"," Caterpillar","30251",NULL,"2035",NULL,NULL,NULL,NULL,NULL
"32198","2005","58"," Northrop Grumman","29868",NULL,"1084",NULL,NULL,NULL,NULL,NULL
"32199","2005","59"," Goldman Sachs Group","29839",NULL,"4553",NULL,NULL,NULL,NULL,NULL
"32200","2005","60"," Sysco","29335.4",NULL,"907.2",NULL,NULL,NULL,NULL,NULL
"32201","2005","61"," PepsiCo","29261",NULL,"4212",NULL,NULL,NULL,NULL,NULL
"32202","2005","62"," American Express","29115",NULL,"3445",NULL,NULL,NULL,NULL,NULL
"32203","2005","63"," Delphi","28700",NULL,"-36",NULL,NULL,NULL,NULL,NULL
"32204","2005","64"," Prudential Financial","28348",NULL,"2256",NULL,NULL,NULL,NULL,NULL
"32205","2005","65"," Wachovia Corp.","28067",NULL,"5214",NULL,NULL,NULL,NULL,NULL
"32206","2005","66"," DuPont","27995",NULL,"1780",NULL,NULL,NULL,NULL,NULL
"32207","2005","67"," Sprint","27428",NULL,"-1012",NULL,NULL,NULL,NULL,NULL
"32208","2005","68"," New York Life Insurance","27175.5",NULL,"1213.3",NULL,NULL,NULL,NULL,NULL
"32209","2005","69"," Viacom","27054.8",NULL,"-17462.2",NULL,NULL,NULL,NULL,NULL
"32210","2005","70"," International Paper","26722",NULL,"-35",NULL,NULL,NULL,NULL,NULL
"32211","2005","71"," Johnson Controls","26553.4",NULL,"817.5",NULL,NULL,NULL,NULL,NULL
"32212","2005","72"," Tyson Foods","26441",NULL,"403",NULL,NULL,NULL,NULL,NULL
"32213","2005","73"," Caremark Rx","25801.1",NULL,"600.3",NULL,NULL,NULL,NULL,NULL
"32214","2005","74"," J.C. Penney","25678",NULL,"524",NULL,NULL,NULL,NULL,NULL
"32215","2005","75"," Honeywell Intl.","25601",NULL,"1281",NULL,NULL,NULL,NULL,NULL
"32216","2005","76"," Ingram Micro","25462.1",NULL,"219.9",NULL,NULL,NULL,NULL,NULL
"32217","2005","77"," Best Buy","24901",NULL,"705",NULL,NULL,NULL,NULL,NULL
"32218","2005","78"," FedEx","24710",NULL,"838",NULL,NULL,NULL,NULL,NULL
"32219","2005","79"," Alcoa","23960",NULL,"1310",NULL,NULL,NULL,NULL,NULL
"32220","2005","80"," HCA","23502",NULL,"1246",NULL,NULL,NULL,NULL,NULL
"32221","2005","81"," TIAA-CREF","23411.3",NULL,"540.5",NULL,NULL,NULL,NULL,NULL
"32222","2005","82"," Sunoco","23226",NULL,"605",NULL,NULL,NULL,NULL,NULL
"32223","2005","83"," Mass. Mutual Life Ins.","23159.2",NULL,"677",NULL,NULL,NULL,NULL,NULL
"32224","2005","84"," Merck","22938.6",NULL,"5813.4",NULL,NULL,NULL,NULL,NULL
"32225","2005","85"," St. Paul Travelers Cos.","22934",NULL,"955",NULL,NULL,NULL,NULL,NULL
"32226","2005","86"," Duke Energy","22779",NULL,"1490",NULL,NULL,NULL,NULL,NULL
"32227","2005","87"," BellSouth","22729",NULL,"4758",NULL,NULL,NULL,NULL,NULL
"32228","2005","88"," Hartford Financial Services","22693",NULL,"2115",NULL,NULL,NULL,NULL,NULL
"32229","2005","89"," Weyerhaeuser","22665",NULL,"1283",NULL,NULL,NULL,NULL,NULL
"32230","2005","90"," MCI","22615",NULL,"-4002",NULL,NULL,NULL,NULL,NULL
"32231","2005","91"," Cisco Systems","22045",NULL,"4401",NULL,NULL,NULL,NULL,NULL
"32232","2005","92"," Coca-Cola","21962",NULL,"4847",NULL,NULL,NULL,NULL,NULL
"32233","2005","93"," Bristol-Myers Squibb","21886",NULL,"2388",NULL,NULL,NULL,NULL,NULL
"32234","2005","94"," Lehman Brothers Hldgs.","21250",NULL,"2369",NULL,NULL,NULL,NULL,NULL
"32235","2005","95"," Electronic Data Systems","21033",NULL,"158",NULL,NULL,NULL,NULL,NULL
"32236","2005","96"," Plains All Amer. Pipeline","20975.5",NULL,"130",NULL,NULL,NULL,NULL,NULL
"32237","2005","97"," Wellpoint","20815.1",NULL,"960.1",NULL,NULL,NULL,NULL,NULL
"32238","2005","98"," News Corp.","20802",NULL,"1533",NULL,NULL,NULL,NULL,NULL
"32239","2005","99"," Nationwide","20558",NULL,"1010",NULL,NULL,NULL,NULL,NULL
"32240","2005","100"," Abbott Laboratories","20473.1",NULL,"3235.9",NULL,NULL,NULL,NULL,NULL
"32241","2005","101"," Halliburton","20466",NULL,"-979",NULL,NULL,NULL,NULL,NULL
"32242","2005","102"," Comcast","20307",NULL,"970",NULL,NULL,NULL,NULL,NULL
"32243","2005","103"," Raytheon","20245",NULL,"417",NULL,NULL,NULL,NULL,NULL
"32244","2005","104"," Supervalu","20209.7",NULL,"280.1",NULL,NULL,NULL,NULL,NULL
"32245","2005","105"," 3M","20011",NULL,"2990",NULL,NULL,NULL,NULL,NULL
"32246","2005","106"," Deere","19986.1",NULL,"1406.1",NULL,NULL,NULL,NULL,NULL
"32247","2005","107"," Cendant","19979",NULL,"2082",NULL,NULL,NULL,NULL,NULL
"32248","2005","108"," Aetna","19904.1",NULL,"2245.1",NULL,NULL,NULL,NULL,NULL
"32249","2005","109"," Georgia-Pacific","19876",NULL,"623",NULL,NULL,NULL,NULL,NULL
"32250","2005","110"," Tech Data","19790.3",NULL,"162.5",NULL,NULL,NULL,NULL,NULL
"32251","2005","111"," Liberty Mutual Ins. Group","19754",NULL,"1245",NULL,NULL,NULL,NULL,NULL
"32252","2005","112"," AutoNation","19734.1",NULL,"433.6",NULL,NULL,NULL,NULL,NULL
"32253","2005","113"," Kmart Holding","19701",NULL,"1106",NULL,NULL,NULL,NULL,NULL
"32254","2005","114"," Sara Lee","19566",NULL,"1272",NULL,NULL,NULL,NULL,NULL
"32255","2005","115"," General Dynamics","19552",NULL,"1227",NULL,NULL,NULL,NULL,NULL
"32256","2005","116"," McDonalds","19064.7",NULL,"2278.5",NULL,NULL,NULL,NULL,NULL
"32257","2005","117"," Publix Super Markets","18686.4",NULL,"819.4",NULL,NULL,NULL,NULL,NULL
"32258","2005","118"," Visteon","18657",NULL,"-1499",NULL,NULL,NULL,NULL,NULL
"32259","2005","119"," AMR","18645",NULL,"-761",NULL,NULL,NULL,NULL,NULL
"32260","2005","120"," Goodyear Tire & Rubber","18370.4",NULL,"114.8",NULL,NULL,NULL,NULL,NULL
"32261","2005","121"," ConAgra Foods","18178.7",NULL,"879.8",NULL,NULL,NULL,NULL,NULL
"32262","2005","122"," Cigna","18176",NULL,"1438",NULL,NULL,NULL,NULL,NULL
"32263","2005","123"," Coca-Cola Enterprises","18158",NULL,"596",NULL,NULL,NULL,NULL,NULL
"32264","2005","124"," Northwestern Mutual","17806.3",NULL,"816.7",NULL,NULL,NULL,NULL,NULL
"32265","2005","125"," Wyeth","17358",NULL,"1234",NULL,NULL,NULL,NULL,NULL
"32266","2005","126"," Amerada Hess","17126",NULL,"977",NULL,NULL,NULL,NULL,NULL
"32267","2005","127"," Lear","16960",NULL,"422.2",NULL,NULL,NULL,NULL,NULL
"32268","2005","128"," Rite Aid","16600.4",NULL,"83.3",NULL,NULL,NULL,NULL,NULL
"32269","2005","129"," UAL","16391",NULL,"-1721",NULL,NULL,NULL,NULL,NULL
"32270","2005","130"," Gap","16267",NULL,"1150",NULL,NULL,NULL,NULL,NULL
"32271","2005","131"," Washington Mutual","15962",NULL,"2878",NULL,NULL,NULL,NULL,NULL
"32272","2005","132"," Xerox","15722",NULL,"859",NULL,NULL,NULL,NULL,NULL
"32273","2005","133"," Federated Dept. Stores","15630",NULL,"689",NULL,NULL,NULL,NULL,NULL
"32274","2005","134"," Emerson Electric","15615",NULL,"1257",NULL,NULL,NULL,NULL,NULL
"32275","2005","135"," Kimberly-Clark","15400.9",NULL,"1800.2",NULL,NULL,NULL,NULL,NULL
"32276","2005","136"," Premcor","15334.8",NULL,"477.9",NULL,NULL,NULL,NULL,NULL
