"id","year","rank","name","revenues","revenue_percent_change","profits","profits_percent_change","assets","market_cap","change_in_rank","employees"
"37615","1994","1"," General Motors","133622",NULL,"2465.8",NULL,NULL,NULL,NULL,NULL
"37616","1994","2"," Ford Motor","108521",NULL,"2529",NULL,NULL,NULL,NULL,NULL
"37617","1994","3"," Exxon Mobil","97825",NULL,"5280",NULL,NULL,NULL,NULL,NULL
"37618","1994","4"," Intl. Business Machines","62716",NULL,"-8101",NULL,NULL,NULL,NULL,NULL
"37619","1994","5"," General Electric","60823",NULL,"4315",NULL,NULL,NULL,NULL,NULL
"37620","1994","6"," Mobil","56576",NULL,"2084",NULL,NULL,NULL,NULL,NULL
"37621","1994","7"," Altria Group","50621",NULL,"3091",NULL,NULL,NULL,NULL,NULL
"37622","1994","8"," Chrysler","43600",NULL,"-2551",NULL,NULL,NULL,NULL,NULL
"37623","1994","9"," Texaco","34359",NULL,"1068",NULL,NULL,NULL,NULL,NULL
"37624","1994","10"," DuPont","32621",NULL,"555",NULL,NULL,NULL,NULL,NULL
"37625","1994","11"," ChevronTexaco","32123",NULL,"1265",NULL,NULL,NULL,NULL,NULL
"37626","1994","12"," Procter & Gamble","30433",NULL,"-656",NULL,NULL,NULL,NULL,NULL
"37627","1994","13"," Amoco","25336",NULL,"1820",NULL,NULL,NULL,NULL,NULL
"37628","1994","14"," Boeing","25285",NULL,"1244",NULL,NULL,NULL,NULL,NULL
"37629","1994","15"," PepsiCo","25020.7",NULL,"1587.9",NULL,NULL,NULL,NULL,NULL
"37630","1994","16"," ConAgra Foods","21519.1",NULL,"270.3",NULL,NULL,NULL,NULL,NULL
"37631","1994","17"," Shell Oil","20853",NULL,"781",NULL,NULL,NULL,NULL,NULL
"37632","1994","18"," United Technologies","20736",NULL,"487",NULL,NULL,NULL,NULL,NULL
"37633","1994","19"," Hewlett-Packard","20317",NULL,"1177",NULL,NULL,NULL,NULL,NULL
"37634","1994","20"," Eastman Kodak","20059",NULL,"-1515",NULL,NULL,NULL,NULL,NULL
"37635","1994","21"," Dow Chemical","18060",NULL,"644",NULL,NULL,NULL,NULL,NULL
"37636","1994","22"," Atlantic Richfield","17189",NULL,"269",NULL,NULL,NULL,NULL,NULL
"37637","1994","23"," Motorola","16963",NULL,"1022",NULL,NULL,NULL,NULL,NULL
"37638","1994","24"," Marathon Oil","16844",NULL,"-259",NULL,NULL,NULL,NULL,NULL
"37639","1994","25"," Nabisco Group Holdings","15104",NULL,"-145",NULL,NULL,NULL,NULL,NULL
"37640","1994","26"," Xerox","14981",NULL,"-126",NULL,NULL,NULL,NULL,NULL
"37641","1994","27"," Sara Lee","14580",NULL,"704",NULL,NULL,NULL,NULL,NULL
"37642","1994","28"," McDonnell Douglas","14487",NULL,"396",NULL,NULL,NULL,NULL,NULL
"37643","1994","29"," Digital Equipment","14371.4",NULL,"-251.3",NULL,NULL,NULL,NULL,NULL
"37644","1994","30"," Johnson & Johnson","14138",NULL,"1787",NULL,NULL,NULL,NULL,NULL
"37645","1994","31"," 3M","14020",NULL,"1263",NULL,NULL,NULL,NULL,NULL
"37646","1994","32"," Coca-Cola","13957",NULL,"2176",NULL,NULL,NULL,NULL,NULL
"37647","1994","33"," International Paper","13685",NULL,"289",NULL,NULL,NULL,NULL,NULL
"37648","1994","34"," Tenneco Automotive","13255",NULL,"426",NULL,NULL,NULL,NULL,NULL
"37649","1994","35"," Lockheed Martin","13071",NULL,"422",NULL,NULL,NULL,NULL,NULL
"37650","1994","36"," Georgia-Pacific","12330",NULL,"-34",NULL,NULL,NULL,NULL,NULL
"37651","1994","37"," ConocoPhillips","12309",NULL,"243",NULL,NULL,NULL,NULL,NULL
"37652","1994","38"," Honeywell Intl.","11827",NULL,"411",NULL,NULL,NULL,NULL,NULL
"37653","1994","39"," IBP","11671.4",NULL,"90.1",NULL,NULL,NULL,NULL,NULL
"37654","1994","40"," Goodyear Tire & Rubber","11643.4",NULL,"387.8",NULL,NULL,NULL,NULL,NULL
"37655","1994","41"," Caterpillar","11615",NULL,"652",NULL,NULL,NULL,NULL,NULL
"37656","1994","42"," CBS","11564",NULL,"-326",NULL,NULL,NULL,NULL,NULL
"37657","1994","43"," Anheuser-Busch","11505.3",NULL,"594.5",NULL,NULL,NULL,NULL,NULL
"37658","1994","44"," Bristol-Myers Squibb","11413",NULL,"1959",NULL,NULL,NULL,NULL,NULL
"37659","1994","45"," Rockwell Automation","10840",NULL,"561.9",NULL,NULL,NULL,NULL,NULL
"37660","1994","46"," Merck","10498.2",NULL,"2166.2",NULL,NULL,NULL,NULL,NULL
"37661","1994","47"," Coastal","10136.1",NULL,"115.1",NULL,NULL,NULL,NULL,NULL
"37662","1994","48"," Archer Daniels Midland","9811.4",NULL,"567.5",NULL,NULL,NULL,NULL,NULL
"37663","1994","49"," Ashland","9553.9",NULL,"142.2",NULL,NULL,NULL,NULL,NULL
