"id","year","rank","name","revenues","revenue_percent_change","profits","profits_percent_change","assets","market_cap","change_in_rank","employees"
"28460","2009","1"," Exxon Mobil","442851",NULL,"45220",NULL,NULL,NULL,NULL,NULL
"28461","2009","2"," Wal-Mart Stores","405607",NULL,"13400",NULL,NULL,NULL,NULL,NULL
"28462","2009","3"," Chevron","263159",NULL,"23931",NULL,NULL,NULL,NULL,NULL
"28463","2009","4"," ConocoPhillips","230764",NULL,"-16998",NULL,NULL,NULL,NULL,NULL
"28464","2009","5"," General Electric","183207",NULL,"17410",NULL,NULL,NULL,NULL,NULL
"28465","2009","6"," General Motors","148979",NULL,"-30860",NULL,NULL,NULL,NULL,NULL
"28466","2009","7"," Ford Motor","146277",NULL,"-14672",NULL,NULL,NULL,NULL,NULL
"28467","2009","8"," AT&T","124028",NULL,"12867",NULL,NULL,NULL,NULL,NULL
"28468","2009","9"," Hewlett-Packard","118364",NULL,"8329",NULL,NULL,NULL,NULL,NULL
"28469","2009","10"," Valero Energy","118298",NULL,"-1131",NULL,NULL,NULL,NULL,NULL
"28470","2009","11"," Bank of America Corp.","113106",NULL,"4008",NULL,NULL,NULL,NULL,NULL
"28471","2009","12"," Citigroup","112372",NULL,"-27684",NULL,NULL,NULL,NULL,NULL
"28472","2009","13"," Berkshire Hathaway","107786",NULL,"4994",NULL,NULL,NULL,NULL,NULL
"28473","2009","14"," International Business Machines","103630",NULL,"12334",NULL,NULL,NULL,NULL,NULL
"28474","2009","15"," McKesson","101703",NULL,"990",NULL,NULL,NULL,NULL,NULL
"28475","2009","16"," J.P. Morgan Chase & Co.","101491",NULL,"5605",NULL,NULL,NULL,NULL,NULL
"28476","2009","17"," Verizon Communications","97354",NULL,"6428",NULL,NULL,NULL,NULL,NULL
"28477","2009","18"," Cardinal Health","91091.4",NULL,"1300.6",NULL,NULL,NULL,NULL,NULL
"28478","2009","19"," CVS Caremark","87471.9",NULL,"3212.1",NULL,NULL,NULL,NULL,NULL
"28479","2009","20"," Procter & Gamble","83503",NULL,"12075",NULL,NULL,NULL,NULL,NULL
"28480","2009","21"," UnitedHealth Group","81186",NULL,"2977",NULL,NULL,NULL,NULL,NULL
"28481","2009","22"," Kroger","76000",NULL,"1249.4",NULL,NULL,NULL,NULL,NULL
"28482","2009","23"," Marathon Oil","73504",NULL,"3528",NULL,NULL,NULL,NULL,NULL
"28483","2009","24"," Costco Wholesale","72483",NULL,"1282.7",NULL,NULL,NULL,NULL,NULL
