"id","year","rank","name","revenues","revenue_percent_change","profits","profits_percent_change","assets","market_cap","change_in_rank","employees"
"34139","2001","1"," Exxon Mobil","210392",NULL,"17720",NULL,NULL,NULL,NULL,NULL
"34140","2001","2"," Wal-Mart Stores","193295",NULL,"6295",NULL,NULL,NULL,NULL,NULL
"34141","2001","3"," General Motors","184632",NULL,"4452",NULL,NULL,NULL,NULL,NULL
"34142","2001","4"," Ford Motor","180598",NULL,"3467",NULL,NULL,NULL,NULL,NULL
"34143","2001","5"," General Electric","129853",NULL,"12735",NULL,NULL,NULL,NULL,NULL
"34144","2001","6"," Citigroup","111826",NULL,"13519",NULL,NULL,NULL,NULL,NULL
"34145","2001","7"," Enron","100789",NULL,"979",NULL,NULL,NULL,NULL,NULL
"34146","2001","8"," Intl. Business Machines","88396",NULL,"8093",NULL,NULL,NULL,NULL,NULL
"34147","2001","9"," AT&T","65981",NULL,"4669",NULL,NULL,NULL,NULL,NULL
"34148","2001","10"," Verizon Communications","64707",NULL,"11797",NULL,NULL,NULL,NULL,NULL
"34149","2001","11"," Altria Group","63276",NULL,"8510",NULL,NULL,NULL,NULL,NULL
"34150","2001","12"," Chase Manhattan Corp.","60065",NULL,"5727",NULL,NULL,NULL,NULL,NULL
"34151","2001","13"," Bank of America Corp.","57747",NULL,"7517",NULL,NULL,NULL,NULL,NULL
"34152","2001","14"," SBC Communications","51476",NULL,"7967",NULL,NULL,NULL,NULL,NULL
"34153","2001","15"," Boeing","51321",NULL,"2128",NULL,NULL,NULL,NULL,NULL
"34154","2001","16"," Texaco","51130",NULL,"2542",NULL,NULL,NULL,NULL,NULL
"34155","2001","17"," Duke Energy","49318",NULL,"1776",NULL,NULL,NULL,NULL,NULL
"34156","2001","18"," Kroger","49000.4",NULL,"876.9",NULL,NULL,NULL,NULL,NULL
"34157","2001","19"," Hewlett-Packard","48782",NULL,"3697",NULL,NULL,NULL,NULL,NULL
"34158","2001","20"," ChevronTexaco","48069",NULL,"5185",NULL,NULL,NULL,NULL,NULL
"34159","2001","21"," State Farm Insurance Cos","47863.1",NULL,"408.1",NULL,NULL,NULL,NULL,NULL
"34160","2001","22"," American Intl. Group","45972",NULL,"5636.1",NULL,NULL,NULL,NULL,NULL
"34161","2001","23"," Home Depot","45738",NULL,"2581",NULL,NULL,NULL,NULL,NULL
"34162","2001","24"," Morgan Stanley","45413",NULL,"5456",NULL,NULL,NULL,NULL,NULL
"34163","2001","25"," Merrill Lynch","44872",NULL,"3784",NULL,NULL,NULL,NULL,NULL
"34164","2001","26"," Fannie Mae","44088.9",NULL,"4447.6",NULL,NULL,NULL,NULL,NULL
"34165","2001","27"," Compaq Computer","42383",NULL,"569",NULL,NULL,NULL,NULL,NULL
"34166","2001","28"," Lucent Technologies","41420",NULL,"1219",NULL,NULL,NULL,NULL,NULL
"34167","2001","29"," Sears Roebuck","40937",NULL,"1343",NULL,NULL,NULL,NULL,NULL
"34168","2001","30"," Merck","40363.2",NULL,"6821.7",NULL,NULL,NULL,NULL,NULL
"34169","2001","31"," Procter & Gamble","39951",NULL,"3542",NULL,NULL,NULL,NULL,NULL
"34170","2001","32"," MCI WorldCom","39090",NULL,"4153",NULL,NULL,NULL,NULL,NULL
"34171","2001","33"," TIAA-CREF","38063.5",NULL,"1222",NULL,NULL,NULL,NULL,NULL
"34172","2001","34"," Motorola","37580",NULL,"1318",NULL,NULL,NULL,NULL,NULL
"34173","2001","35"," McKesson","37100.5",NULL,"723.7",NULL,NULL,NULL,NULL,NULL
"34174","2001","36"," Kmart Holding","37028",NULL,"-244",NULL,NULL,NULL,NULL,NULL
"34175","2001","37"," Target","36903",NULL,"1264",NULL,NULL,NULL,NULL,NULL
"34176","2001","38"," Albertsons","36762",NULL,"765",NULL,NULL,NULL,NULL,NULL
"34177","2001","39"," Marathon Oil","35570",NULL,"411",NULL,NULL,NULL,NULL,NULL
"34178","2001","40"," Berkshire Hathaway","33976",NULL,"3328",NULL,NULL,NULL,NULL,NULL
"34179","2001","41"," Intel","33726",NULL,"10535",NULL,NULL,NULL,NULL,NULL
"34180","2001","42"," Goldman Sachs Group","33000",NULL,"3067",NULL,NULL,NULL,NULL,NULL
"34181","2001","43"," J.C. Penney","32965",NULL,"-705",NULL,NULL,NULL,NULL,NULL
"34182","2001","44"," Conoco","32513",NULL,"1902",NULL,NULL,NULL,NULL,NULL
"34183","2001","45"," Costco Wholesale","32164.3",NULL,"631.4",NULL,NULL,NULL,NULL,NULL
"34184","2001","46"," Safeway","31976.9",NULL,"1091.9",NULL,NULL,NULL,NULL,NULL
"34185","2001","47"," MetLife","31947",NULL,"953",NULL,NULL,NULL,NULL,NULL
"34186","2001","48"," Dell","31888",NULL,"2177",NULL,NULL,NULL,NULL,NULL
"34187","2001","49"," Ingram Micro","30715.1",NULL,"226.2",NULL,NULL,NULL,NULL,NULL
"34188","2001","50"," Freddie Mac","30000",NULL,"2547",NULL,NULL,NULL,NULL,NULL
"34189","2001","51"," Cardinal Health","29870.6",NULL,"679.7",NULL,NULL,NULL,NULL,NULL
"34190","2001","52"," United Parcel Service","29771",NULL,"2934",NULL,NULL,NULL,NULL,NULL
"34191","2001","53"," Pfizer","29574",NULL,"3726",NULL,NULL,NULL,NULL,NULL
